unique_post_id,stress,historical_split
327961011,1.7407407407407407,train
thread_17480768_starter,5.37037037037037,train
413992952,3.0,train
400358122,1.0,train
367384082,3.3703703703703702,train
413670626,2.0,train
thread_14804782_starter,7.0,train
395812858,1.0,train
395056071,1.0,train
331667811,5.7407407407407405,train
299171940,4.7407407407407405,train
412149764,1.0,train
thread_13213570_starter,4.0,train
thread_18141665_starter,2.0,train
402731614,1.0,train
408982093,1.0,train
358350080,6.0,train
thread_17260663_starter,8.0,train
thread_11583885_starter,7.0,train
413072167,1.6296296296296298,train
thread_6636832_swallows_1400/03/18 19:48,6.481481481481481,train
364404260,3.2592592592592595,train
359395723,4.0,train
thread_7502222_9499mahtab_1400/08/03 09:41,5.7407407407407405,train
396946674,10.0,train
374732827,4.37037037037037,train
thread_18062713_starter,5.0,train
348008600,6.0,train
371453696,2.3703703703703702,train
412139600,1.0,train
397333172,3.6296296296296298,train
363521844,2.0,train
335387371,1.6296296296296298,train
thread_13385517_starter,4.7407407407407405,train
308391978,3.3703703703703702,train
408672088,1.0,train
332745163,4.111111111111111,train
413151176,1.0,train
thread_12932299_starter,4.0,train
329363700,1.0,train
332201166,3.0,train
thread_14629993_starter,6.0,train
398997454,5.0,train
thread_18141890_starter,5.0,train
341680025,3.0,train
thread_17272394_starter,7.74074074074074,train
345255002,7.0,train
thread_7145501_alaae_1400/06/07 02:34,7.0,train
407878786,4.0,train
410013524,6.481481481481481,train
261235099,6.0,train
404728943,2.259259259259259,train
thread_16416779_starter,1.0,train
411925943,2.111111111111111,train
290569145,6.0,train
384886664,1.0,train
thread_18036092_starter,8.0,train
290555824,4.0,train
409776045,1.0,train
347380126,6.0,train
287512767,6.0,train
347071187,1.3703703703703702,train
thread_17467183_starter,4.111111111111111,train
thread_12365765_آشرشته_1402/08/13 08:42,4.7407407407407405,train
400294912,3.3703703703703702,train
thread_11467811_fandogh_3_1402/04/12 16:30,2.7407407407407405,train
345836157,1.3703703703703702,train
thread_18139739_starter,2.3703703703703702,train
355880309,4.37037037037037,train
325645995,5.0,train
392935298,1.0,train
412190748,1.0,train
thread_11322121_starter,5.111111111111111,train
401668320,3.0,train
403095679,4.7407407407407405,train
thread_8669803_الیزابت۷۴_1401/02/27 12:44,1.0,train
thread_18032368_starter,4.7407407407407405,train
thread_16548589_starter,2.111111111111111,train
thread_17136656_starter,3.6296296296296298,train
thread_16647431_starter,1.0,train
368972410,1.0,train
thread_8403790_غزل25508_1401/01/12 02:55,1.0,train
thread_17920438_starter,8.0,train
353837663,8.0,train
thread_14902370_starter,5.111111111111111,train
401719401,5.111111111111111,train
thread_16971864_starter,5.0,train
261678959,7.370370370370369,train
332063810,1.0,train
260176135,2.7407407407407405,train
387177933,4.0,train
thread_10529758_starter,6.370370370370369,train
386025280,1.0,train
322239515,1.0,train
thread_14279309_starter,6.7407407407407405,train
327747307,6.7407407407407405,train
405781080,4.0,train
350201884,5.0,train
thread_17611819_starter,5.7407407407407405,train
359392451,4.0,train
330317891,5.0,train
thread_11018093_adrina_______1402/02/15 12:43,1.0,train
thread_11868956_starter,2.3703703703703702,train
377731356,5.111111111111111,train
thread_15563085_starter,6.0,train
366317363,1.0,train
407846120,1.0,train
376805078,1.0,train
thread_16566952_starter,3.0,train
413979888,1.0,train
293876867,3.0,train
370373041,6.370370370370369,train
thread_17431064_starter,5.7407407407407405,train
413935467,2.0,train
369432506,4.37037037037037,train
366601742,1.0,train
400777122,5.7407407407407405,train
thread_9761432_توپتوپی_1401/09/06 09:40,6.0,train
thread_18005697_starter,7.0,train
343916868,1.0,train
thread_16479773_مامانبرقی_1404/04/12 21:38,1.0,train
407788028,5.37037037037037,train
thread_16157985_starter,7.74074074074074,train
thread_8489984_nafasrad97_1401/01/27 11:25,6.370370370370369,train
410156241,2.3703703703703702,train
406033633,1.6296296296296298,train
397246979,7.0,train
353431202,1.0,train
408543031,5.999999999999999,train
thread_11805524_starter,5.7407407407407405,train
350215566,4.111111111111111,train
293930960,3.111111111111111,train
344053253,2.0,train
362941413,1.0,train
thread_9514473_سیب_ترش_هستم_1401/07/24 02:33,1.0,train
408336125,1.0,train
304459083,1.0,train
386220114,7.74074074074074,train
328216744,3.0,train
411896795,1.0,train
411710596,1.3703703703703702,train
254686209,6.0,train
thread_12239309_starter,7.370370370370369,train
406892531,1.3703703703703702,train
thread_14086391_starter,10.0,train
408578149,1.3703703703703702,train
thread_10050737_starter,1.3703703703703702,train
thread_16388618_starter,8.0,train
372105026,5.0,train
411899234,1.3703703703703702,train
413220026,2.0,train
thread_13916879_starter,6.0,train
407776233,1.0,train
349854709,7.0,train
350556790,1.3703703703703702,train
321198139,5.0,train
thread_17973744_starter,6.0,train
371615249,6.0,train
333533237,1.0,train
399742360,1.0,train
thread_13438150_starter,6.0,train
413720392,1.0,train
378655316,7.74074074074074,train
412612624,1.0,train
388359045,1.0,train
thread_11186657_دختر_بهار۷۴۷۴_1402/03/07 12:58,1.0,train
413601399,4.0,train
thread_18051257_starter,5.111111111111111,train
363481024,5.7407407407407405,train
379656337,1.6296296296296298,train
356961583,2.0,train
413688650,1.0,train
412928406,1.0,train
335687882,5.0,train
370327493,3.0,train
353644317,5.0,train
395046366,5.0,train
thread_11389002_میهندوست_1402/04/02 16:33,1.3703703703703702,train
thread_6373847_starter,6.0,train
412965629,5.0,train
398541656,2.3703703703703702,train
397388455,7.111111111111111,train
404728930,1.3703703703703702,train
413930422,2.0,train
303694559,1.0,train
thread_17915189_starter,7.0,train
400178717,6.7407407407407405,train
402554430,2.0,train
thread_16084658_starter,7.0,train
thread_14987807_starter,7.111111111111111,train
381552371,1.0,train
thread_12084168_جوجوطلا۵۳_1402/06/31 00:16,1.0,train
386832896,4.0,train
297269705,1.0,train
341461638,1.0,train
339376622,1.7407407407407407,train
278633682,3.0,train
413948459,1.3703703703703702,train
thread_12132086_starter,5.7407407407407405,train
406222939,1.0,train
thread_14863337_starter,5.0,train
373741445,1.3703703703703702,train
408590231,7.0,train
398059330,2.7407407407407405,train
thread_18140508_starter,1.0,train
402712679,1.3703703703703702,train
413980397,1.0,train
thread_13658744_starter,6.0,train
412985206,1.0,train
336132888,1.3703703703703702,train
thread_9645600_starter,4.0,train
409253955,1.3703703703703702,train
thread_10410834_starter,5.111111111111111,train
361188822,1.3703703703703702,train
388238232,1.6296296296296298,train
thread_13329526_starter,8.0,train
259567118,3.0,train
406620503,1.0,train
315449707,1.0,train
392466456,1.0,train
346726629,1.0,train
thread_12080880_starter,5.481481481481481,train
thread_17269841_starter,3.740740740740741,train
thread_15857281_starter,4.37037037037037,train
329548406,3.0,train
thread_16672542_starter,5.0,train
363825639,8.0,train
390512679,5.7407407407407405,train
thread_8229349_pink_bubble_1400/12/09 14:57,1.0,train
413968228,1.0,train
thread_13712193_starter,5.37037037037037,train
331250233,2.0,train
thread_18012047_starter,4.851851851851851,train
413808025,1.0,train
332206682,6.481481481481481,train
thread_14860585_starter,5.7407407407407405,train
408781970,1.0,train
347006311,2.7407407407407405,train
thread_11863827_starter,2.0,train
412232216,5.111111111111111,train
366106309,1.0,train
406897606,1.7407407407407407,train
413023200,2.3703703703703702,train
thread_17717222_starter,3.0,train
thread_16146569_starter,5.0,train
thread_11237504_starter,8.0,train
thread_12960189_starter,3.0,train
413929669,4.0,train
381395830,4.0,train
391020608,1.6296296296296298,train
395513529,5.0,train
412903008,1.3703703703703702,train
thread_16624448_starter,6.0,train
413322883,1.0,train
269513763,1.0,train
342840964,3.0,train
thread_18083072_starter,5.0,train
413934425,1.0,train
381577311,1.0,train
386556476,1.0,train
339479631,1.3703703703703702,train
thread_17782573_starter,6.0,train
413943414,3.3703703703703702,train
398736047,1.0,train
335260614,4.7407407407407405,train
410759337,4.0,train
307992600,4.37037037037037,train
357764556,2.851851851851852,train
315931806,5.0,train
thread_9966511_کاپو_چینو_1401/10/05 16:22,4.0,train
351830727,4.0,train
thread_18031114_starter,3.0,train
388711886,1.0,train
thread_6695265_starter,7.0,train
343365062,2.888888888888889,train
thread_12474402_مووفرفری_1402/08/30 15:58,1.0,train
401848171,2.6296296296296293,train
385437153,5.0,train
332304401,6.0,train
412230660,5.0,train
thread_10929344_مامان_زهرا2_1402/02/04 15:03,2.3703703703703702,train
407840032,1.0,train
390328419,1.0,train
310984490,1.0,train
413672291,1.0,train
292792295,4.0,train
395358611,1.0,train
thread_9677776_1parvaz_1402/06/25 20:54,6.0,train
411936166,1.0,train
thread_6752768_mahrad70_1400/04/07 05:45,3.0,train
thread_9961437_norieh_1401/10/04 22:15,1.0,train
thread_15633220_starter,9.0,train
405387809,3.0,train
409757854,1.0,train
thread_14678864_starter,3.3703703703703702,train
413990558,3.0,train
thread_17408617_starter,7.0,train
413940170,5.0,train
380721864,1.3703703703703702,train
thread_11226201_starter,3.0,train
thread_10952183_عطرعاشقی_1402/02/07 09:59,3.0,train
408035531,3.3703703703703702,train
thread_7141679_سارا_فروزان_1400/06/06 15:23,2.3703703703703702,train
368301737,1.3703703703703702,train
407236042,4.0,train
308244450,5.111111111111111,train
thread_14260097_starter,2.3703703703703702,train
thread_18010454_starter,7.111111111111111,train
334729594,4.37037037037037,train
thread_11038954_starter,6.0,train
381182145,7.111111111111111,train
397813892,5.0,train
thread_10393495_starter,3.111111111111111,train
354578466,3.0,train
403176088,1.0,train
411426955,7.0,train
374945214,1.3703703703703702,train
thread_8704641_ane7814_1401/03/02 09:33,2.259259259259259,train
thread_18141578_starter,6.7407407407407405,train
289614280,1.6296296296296298,train
371326906,1.7407407407407407,train
404518882,1.6296296296296298,train
401904387,1.0,train
412957811,5.111111111111111,train
393802936,4.0,train
275530434,2.0,train
412533375,1.0,train
307802936,1.6296296296296298,train
thread_12181295_starter,3.740740740740741,train
378440629,4.0,train
389959078,3.0,train
360205713,1.0,train
thread_8548684_ژالبن_1401/02/06 08:00,1.0,train
284349373,3.111111111111111,train
thread_10463916_h_dolunay_1401/12/08 14:54,5.0,train
thread_8676042_بارانشونم_1401/02/28 14:43,1.0,train
358262353,1.0,train
thread_8130945_مامانl_1400/11/22 21:57,6.370370370370369,train
thread_15704600_starter,8.0,train
thread_18140149_starter,4.0,train
360304077,1.0,train
413958022,1.0,train
293691572,2.111111111111111,train
383199179,1.0,train
381234698,1.0,train
thread_18129104_starter,4.0,train
409128435,1.0,train
thread_8394180_starter,6.370370370370369,train
336161322,1.3703703703703702,train
334436854,1.0,train
thread_14826441_starter,6.7407407407407405,train
329478485,1.0,train
thread_18129952_starter,4.7407407407407405,train
340957670,2.7407407407407405,train
349997903,1.0,train
thread_16459599_starter,4.0,train
411343200,1.6296296296296298,train
thread_15671111_starter,2.0,train
thread_10301684_starter,4.0,train
360909874,2.6296296296296293,train
thread_16463381_starter,8.0,train
thread_18144989_starter,4.481481481481481,train
413965985,1.0,train
thread_15792508_starter,7.74074074074074,train
381245562,1.3703703703703702,train
377210265,2.3703703703703702,train
334342040,6.7407407407407405,train
352727905,4.37037037037037,train
thread_17740143_starter,7.74074074074074,train
340531928,6.481481481481481,train
353941547,3.111111111111111,train
413941897,4.851851851851851,train
thread_13248699_starter,8.0,train
363112002,2.7407407407407405,train
thread_6092049_mamanhanie_1399/12/25 23:15,3.0,train
385746397,6.370370370370369,train
thread_18143558_starter,1.0,train
362787764,1.0,train
397708369,1.0,train
368839039,4.0,train
thread_15111010_starter,4.111111111111111,train
395286920,1.0,train
264035678,3.0,train
408490480,1.7407407407407407,train
382653095,3.0,train
thread_15842338_starter,6.111111111111111,train
329961165,1.0,train
278215477,1.0,train
343104628,6.0,train
402293065,1.0,train
346695829,1.0,train
391392931,5.0,train
thread_15040631_starter,5.481481481481481,train
345604869,1.0,train
309145932,4.0,train
386564170,1.0,train
thread_18142118_starter,3.3703703703703702,train
thread_7188582_jila1375_1400/06/13 20:04,1.3703703703703702,train
408956627,5.37037037037037,train
386220223,3.0,train
386289626,2.7407407407407405,train
358668052,6.0,train
411965819,5.481481481481481,train
315618375,5.111111111111111,train
373053551,2.3703703703703702,train
338278016,1.0,train
369939985,1.0,train
341737811,2.0,train
thread_12540988_z77بهار_1402/09/11 13:34,1.0,train
thread_17680065_starter,6.370370370370369,train
379885212,3.740740740740741,train
413976459,1.0,train
375539780,4.0,train
thread_14111870_starter,5.0,train
thread_11418445_sahar11112222_1402/04/05 22:57,1.7407407407407407,train
thread_7360842_نداجونم_1400/07/09 19:45,1.0,train
thread_17321332_starter,5.111111111111111,train
412188419,5.7407407407407405,train
362535169,3.0,train
thread_14122377_starter,3.6296296296296298,train
292215607,1.0,train
338993923,3.0,train
410829881,2.0,train
287338836,3.740740740740741,train
412966009,1.0,train
thread_16862535_starter,5.111111111111111,train
255241351,5.0,train
394465545,2.3703703703703702,train
267390340,1.3703703703703702,train
293012736,5.0,train
thread_7611913_سوفیام966_1400/08/22 13:51,3.740740740740741,train
413898382,1.0,train
thread_12638391_starter,5.999999999999999,train
332259134,1.0,train
281013385,7.0,train
366933590,3.3703703703703702,train
thread_11409103_دخترمدیترانه_1402/04/04 18:12,1.0,train
286488682,1.0,train
331644580,5.0,train
396788437,1.0,train
412864990,4.111111111111111,train
thread_18142809_starter,7.0,train
344852503,1.0,train
398750204,1.0,train
thread_16110875_starter,7.74074074074074,train
381928740,6.111111111111111,train
thread_16093555_starter,3.3703703703703702,train
381860745,3.740740740740741,train
thread_13104443_نازدار۹۰_1402/12/05 07:28,5.0,train
412047811,1.0,train
thread_15334904_starter,5.481481481481481,train
413178171,7.0,train
299861162,1.0,train
347070156,3.111111111111111,train
thread_7662750_starter,3.3703703703703702,train
thread_17729998_starter,7.0,train
380374544,3.0,train
thread_10379801_fatima24_1401/11/28 00:25,3.3703703703703702,train
412310782,1.3703703703703702,train
thread_12769459_starter,6.0,train
314911842,2.3703703703703702,train
310257577,1.0,train
413109188,3.0,train
398628772,1.0,train
342226490,3.740740740740741,train
384642987,1.0,train
401131794,1.0,train
thread_15298861_starter,3.740740740740741,train
331075456,4.0,train
406649796,1.0,train
413023928,1.0,train
412059883,4.111111111111111,train
399790213,1.0,train
319255785,1.3703703703703702,train
411964565,1.0,train
333816248,6.111111111111111,train
thread_17841121_starter,6.111111111111111,train
413878755,1.0,train
thread_14123256_starter,1.7407407407407407,train
331950422,5.0,train
thread_9677762_starter,1.0,train
thread_7611872_shomalikija_1400/08/22 13:59,5.0,train
thread_12605901_starter,4.0,train
274683060,1.0,train
352773068,4.0,train
385175430,9.0,train
411350721,1.0,train
thread_7502222_starter,4.37037037037037,train
thread_13861545_starter,3.0,train
256740788,3.3703703703703702,train
413930398,1.0,train
387719225,1.0,train
413550009,1.7407407407407407,train
thread_12729765_starter,8.0,train
thread_16576742_starter,2.3703703703703702,train
thread_18076510_starter,4.0,train
410829762,1.0,train
thread_18003173_starter,6.370370370370369,train
310319093,1.0,train
409431043,4.0,train
thread_14998331_starter,6.0,train
413941446,3.0,train
320158308,3.111111111111111,train
382804280,6.7407407407407405,train
413243642,1.0,train
thread_16481208_starter,5.7407407407407405,train
382326542,4.0,train
401839015,6.370370370370369,train
404840072,2.0,train
389012725,1.0,train
358618535,5.0,train
309575154,1.7407407407407407,train
thread_13296066_پرنده__غربت_1403/01/04 23:59,3.740740740740741,train
400976772,1.7407407407407407,train
336490156,1.0,train
thread_14936228_starter,3.0,train
thread_15849308_starter,9.0,train
thread_12837509_starter,6.0,train
thread_11168059_starter,6.481481481481481,train
413113495,2.0,train
thread_11203110_mambardia_1402/03/08 21:34,4.62962962962963,train
374409781,4.7407407407407405,train
332234938,1.3703703703703702,train
411804042,6.0,train
381286519,3.0,train
413412423,1.0,train
412309996,1.0,train
403549406,1.0,train
348782994,2.111111111111111,train
315007101,5.0,train
thread_16515234_starter,4.37037037037037,train
284311590,6.999999999999999,train
thread_7856775_samin_a_1400/10/06 13:24,3.6296296296296298,train
405802678,1.7407407407407407,train
353835732,3.740740740740741,train
thread_6489092_ملکه_یخی_هستم_1400/02/26 16:28,1.0,train
308392595,5.37037037037037,train
375179792,1.3703703703703702,train
372832898,3.0,train
thread_11034227_starter,3.6296296296296298,train
thread_16302658_starter,7.74074074074074,train
331238276,1.0,train
thread_11806754_کوالاءخسته_1402/05/25 02:04,2.3703703703703702,train
406777093,1.0,train
374817026,3.0,train
402975476,2.0,train
380370189,1.3703703703703702,train
380717036,1.0,train
thread_17644969_starter,7.74074074074074,train
thread_11587309_starter,1.0,train
413009704,5.7407407407407405,train
377235683,1.3703703703703702,train
255663303,2.0,train
270588835,1.3703703703703702,train
286240681,3.0,train
341974368,1.0,train
321055600,3.3703703703703702,train
318367906,2.0,train
310274930,3.0,train
396252651,4.0,train
thread_15765766_starter,8.74074074074074,train
thread_8735629_ندايييي_1401/03/07 14:44,2.7407407407407405,train
thread_17886669_starter,4.0,train
371513146,1.0,train
359371046,1.0,train
thread_11956298_starter,6.7407407407407405,train
267363492,2.7407407407407405,train
356870227,1.0,train
368095658,1.0,train
314881477,6.0,train
398213205,1.0,train
374588611,9.0,train
275183317,6.0,train
thread_17549852_starter,7.370370370370369,train
408503116,1.0,train
326269561,5.111111111111111,train
thread_8357366_nafasrad97_1401/01/03 00:30,1.0,train
392460946,3.0,train
332385799,6.111111111111111,train
412751779,1.0,train
411779650,1.0,train
398786877,1.0,train
287252607,1.0,train
413792205,1.0,train
412944148,1.0,train
386948948,7.370370370370369,train
thread_10952183_starter,5.111111111111111,train
410952580,1.0,train
412189298,1.3703703703703702,train
338943237,1.0,train
336360105,1.3703703703703702,train
413101443,3.3703703703703702,train
407110331,3.0,train
379532029,6.0,train
400419489,1.0,train
337240977,5.481481481481481,train
373970697,1.0,train
thread_11472706_starter,10.0,train
401497877,6.7407407407407405,train
thread_17811541_starter,1.3703703703703702,train
413933598,1.0,train
293689876,1.3703703703703702,train
thread_13256643_starter,4.37037037037037,train
411993613,1.6296296296296298,train
403428891,1.0,train
361666162,1.3703703703703702,train
thread_17338235_starter,7.0,train
408913303,2.0,train
370556856,5.0,train
413011203,5.7407407407407405,train
402494348,2.0,train
413962487,1.0,train
383908494,1.0,train
thread_11762214_starter,6.111111111111111,train
252781142,1.3703703703703702,train
376527434,1.3703703703703702,train
413953581,7.0,train
thread_9821639_النازی۲۳۷_1401/09/15 00:44,5.37037037037037,train
313794425,3.0,train
313323793,1.0,train
thread_15142776_starter,6.111111111111111,train
366364278,1.0,train
thread_14455660_starter,6.0,train
thread_6951070_لاله_1400/05/08 16:50,1.0,train
405762960,1.0,train
324164633,5.629629629629629,train
406412742,1.6296296296296298,train
thread_9772735_هیمالیااا_1401/09/07 22:47,1.0,train
thread_14268488_starter,3.111111111111111,train
349004054,1.0,train
413936749,1.0,train
332207295,1.0,train
413967148,2.3703703703703702,train
302340691,2.3703703703703702,train
thread_17769566_starter,1.0,train
thread_14408505__stella__1403/06/11 11:45,2.7407407407407405,train
366296667,4.62962962962963,train
thread_8408022_mamandibba_1401/01/13 00:24,6.0,train
364584489,6.7407407407407405,train
thread_14398550_starter,3.3703703703703702,train
330145018,4.0,train
413534723,2.7407407407407405,train
404078181,2.0,train
409255214,1.0,train
thread_17976005_starter,6.111111111111111,train
348881881,1.6296296296296298,train
thread_17874687_starter,7.0,train
403340401,1.0,train
413905915,3.0,train
410167333,1.3703703703703702,train
thread_9078130_phr_1401/05/02 23:35,1.0,train
408480912,1.0,train
359672283,3.0,train
381969943,4.0,train
thread_16918715_starter,8.11111111111111,train
393034621,3.740740740740741,train
344226864,1.0,train
thread_13254449_starter,8.0,train
355615811,6.0,train
340939114,1.0,train
368126108,1.0,train
412201238,5.0,train
380873897,1.3703703703703702,train
256747888,5.0,train
309161205,1.0,train
411126143,2.7407407407407405,train
339667424,1.0,train
413942989,5.7407407407407405,train
thread_7360433_starter,7.0,train
391485908,3.0,train
thread_15213489_starter,6.0,train
412862120,3.3703703703703702,train
thread_11036040_82ayhan_1402/02/17 19:54,1.0,train
397645120,2.3703703703703702,train
356288995,1.3703703703703702,train
367785161,5.0,train
295990918,4.62962962962963,train
413956749,6.0,train
293599232,1.0,train
412711418,5.0,train
274318323,1.0,train
thread_13084962_اقاقیا13_1402/12/02 02:33,1.0,train
355611232,1.0,train
350556630,1.6296296296296298,train
