unique_post_id,content,is_starter,sampling_band,stress_proxy,claude_stress,claude_anxiety,claude_depression
thread_17154152_starter,"روی صحبتم با همه است حتی خودم که حواسم ببشتر باشه. من دو تا بارداری ناموفق داشتم و الان بارداری سوممه و تو ماه چهارم هستم. همه چپ و راست نصیحتم میکنن بشین تو خونه چرا فلان جا راه رفتی چرا فلان کارو کردی از خونه بیرون نرو تو دو بار سقط کردی. به خدا انقدر خودم حواسم هست ولی همش با این حرفا عذاب و استرس میگیرم.
یا اینکه تو فامیل جدیدا متاسفانه یه بچه به دنیا اومد مشکل ژنتیکی داره دائم بهم میگن غربالگری فلان جا برو جایی که فلانی رفته نری ها. نمیگن با این حرفا هم تو دل منو خالی میکنن هم اون مادر اگه به گوشش برسه دلش میشکنه و بیشتر غصه میخوره فکر میکنه کم گذاشته.  به قران خودمون عقل داریم حواسمون هست.  اینا دلسوزی نیست اسمش😩",True,high,13.28,,,
thread_11587853_starter,هردز جاریم اینا اونجان هروز من ماهی ۱بار به دعوت خودش میرم بعد دخترم گیر داد مامان بمونم گفتم بیا نمون گفت دوست دارم بمونم بعد موند بعد خونه برادرم نزدیکه خوته نادرشوهرمه برده گذاشته اونجا بدون غذا شما باشین چه رفتاری میکنین خیلی عصبیم بچه من دست اون امانت بود,True,mid,4.46,,,
thread_11457979_حنا_دختری_در_رختخواب_1402/04/11 10:50,"روم نمیشه اولا میترسم دست ب کارایی ک نباید انجام بدن بزنن دوما میترسم سرم غر بزنن ک تو چقد کثیفی
دلم میخواد فقط یکی غذا بپزه واسم همین غذای بیرون تهوع میگیرم غذای خودم هم چون تو موقعیت پختش حضور داشتم حالمو ب هم میزنه اصلا نمیخورم",False,low,-0.14,,,
286465042,از چندسالگی منفذ اوردی,False,low,0.0,,,
404896094,"خدا شاهده با این حجم از دل سنگی بودن موندم من
بابا حالا که حامله شده اینا حرفه آخه.یه درصد فکر کنین ناخواسته بوده و شده حالا
خدا هدایتتون کنه فقط....",False,mid,0.33999999999999997,,,
413962770,اینا از اونایی هستن که سر همه چیزو مث چسب خیلی راحت باز میکنن,False,low,0.0,,,
342324013,"تو خانواده مشکل اعصاب و. روان یا افسردگی نداشتین؟
حتی فامیلای دور؟؟؟
تیروییدتو چک کردی؟",False,high,7.34,,,
270682375,"اگه وسواس فکری داری به فکر درمان باش
خیلی اذیت کنندس فک نکنم ربطی به بارداری داشته باشه وسواس اگه از قبل داشته باشی
آدم بیشتر تو بارداری عصبی میشه زود رنج میشه بهونه گیر و غرغرو میشه گریه میکنه",False,high,9.1,,,
336848801,قلام چیه دو قلو ینی ؟,False,mid,0.92,,,
thread_18139493_starter,"وای خانوما باید قبلش میرفتم دکتر؟
ما هیچ کاری نکردیم یهویی تصمیم گرفتیم و دیشب انجامش دادیم
حالا من یکم کمر درد دارم توهم زدم نه؟
زودترین حالتی که علائم بروز میده از چند روز دیگه هست؟
بعد من بلد نیستممم باید بیبی چک بزنم یا مستقیم برم آزمایش بدم؟",True,high,7.84,,,
295932042,"چرا عزیزم
زایمان نهایت چند ساعته درد اصلی هم بگو ۱۰ دقیقه تا نی نی بیاد
تو الان ناراحتی .
بعدم به درد فکر نکن به اینکه بالاخره داره میاد و میبینیش خدا هم کمک می‌کنه .
ان شاءالله سر دست خیر بلند بشی",False,high,9.02,,,
411926837,البته دست خداست قسمتت باشه میمونه,False,mid,0.5,,,
328059881,برای خودم بمیرم از استرس داشت قلبم وایمیستاد،تازه نذر کردم یه هفته هم روضه گرفتم نگو یه ماهه باردارم پسرم سه سالشه گاهی یادم میفته گریه ام میگیره دوباره دو ماه به تولدش هم در حد مرگ استرس داشتم و دردمو هم نمیتونستم به گسی بگم خدا نجاتم داد,False,high,18.68,,,
thread_7599424_ژن_مانای_ژیان_1400/08/20 02:17,"نه ندارم
فقطط میترسم بچه م زود به دنیا بیاد",False,low,-0.08,,,
thread_13220754_rasta10_1402/12/22 15:37,"نگران نباش عزیزم
استرس دادن به مادرای باردار تبدیل به یه تجارت شده واسه کاسبی کردن از تست سلفری و سونوهای متعدد و آزمایش و...
دلبندت رو به خدا بسپر♥
سعی کن روزه بگیری و از دعاهای وقت افطار خودت و فرزندت رو محروم نکنی
دعای وقت افطار اونم از مادر باردار حتما مستجابه🥰",False,high,7.199999999999999,,,
259114536,شبا بزار رو هواپیما روزا هم بالش بزار با فاصله باشه,False,mid,0.42,,,
413693693,الان چ کمکی از ما ساختس؟,False,mid,0.42,,,
413053695,داخل خمیر بذاریش یا سرخ یا فر,False,low,-0.08,,,
405802639,در آخر استرس نداشته باش استراحت و دسشویی فرنگی و حموم هفته ای یه بار رو صندلی,False,mid,4.76,,,
393322647,"یه جا سونو رفته ؟
امکان اشتباه تو سونو هم هستا من خواهرم اینجوری بهش گفتن ولی بعدش اکو قلب جنین داد و سونو دیگ فهمید اشتباه دیدن اولش",False,mid,0.33999999999999997,,,
383386312,دو هفته یبار باید بدی این پول رپ,False,mid,1.0,,,
400518839,تجربه نداشتم ولی یکم با حوله یا کیسه اب گرم گرمش کن .ملایم  تاثیر داره,False,mid,0.42,,,
400069313,الکی بگو میکنم  حرص نخور کلا بزرگترا قدرت تز دادنشون زیاده,False,mid,0.42,,,
342651625,"همین دیگه
میخوام به داییم بگم دعوتمون کنه حداقل همدیگه رو ببینیم شماره هامون رد و بدل کنیم",False,low,-0.24,,,
413256246,"@darya2467
بیا سیسی کمکم کن 😭😭😭",False,high,6.0,,,
thread_17423526_starter,"خدایا بچمو حفظ کن با تمام مشکلاتی که وجود داره تو فرای قدرتی خدایاااا
یکماهمه 😢
پارسالم یدونه سقط سختو دردناک داشتم دوماهه بودم
شوهرم اسپرمش مشکل داره  شکلش و تعداد کم و ضعیف ........
خواهش میکنم برام دعا کنیدالهی خدا بهترینا رو‌بهتون بده😭😭😭😭😭😭😭  شوهرم خیلی ذوق داره خواهش میکنم دلشو نشکن خدا",True,high,16.68,,,
406154439,"منظورت از مجاز یعنی دولتی؟
هیچ جوره دولتی قبول نمیکنن
برید پیش متخصص جراحی عمومی
ی وقت بهتون میده توی خود مطب و یک ربع کار داره
حدودا ۵ تا ۱۰ میلیون میگیره
نقاحت هم یکی دو روزه
فقط کار سنگین و نزدیکی ولی کارهای دیگه از صبحش میتونه انجام بده",False,mid,1.1,,,
381321241,پس حتما درست کن و بخور,False,low,-0.08,,,
332295289,هنوز بهش میگی شوهر😐,False,low,-0.16,,,
410466284,عزیز دلم انشالله میشی ناراحت نباش نمیدونم اطرافیانم تا میگم دوقلو همسان میگه عه چه حیف از یه جنس دوتا شبیه هم و زشت دلم میگیره یا میگن با این هزینه ها گلوم پر بغض شده منم کمی ذوق داشتم امشب رفتم دکتر چند میلیون خرج شد دکتر میگه رحم جای یه نفر مراقبت کنی,False,high,6.1,,,
380448932,از پشت داشتی چرا حامله شدی احتمالا مایع از جلو رفته تو,False,low,0.0,,,
372047184,نه عزیزم اون الان اینجا بود با زبونش قورت میداد همتونو😐,False,mid,0.42,,,
405084073,ای بابا شما هم که شرایطت خیلی سخت بوده😔آفرین که اینقدر قوی هستی،من خیلی ضعیفم متاسفانه😔😔,False,high,6.0,,,
274710820,اخه من چجوری میفهمم کم کرده..دفعه قبل خیلی نرم ب هردوشون گفتم با زبون خوش قول داد مثلا..,False,mid,0.42,,,
399250048,نه هنوز سونو نرفتم دکتر واسه هفته بعد گفته برم ولی الان دو سه روز یه نقطه از سمت چپم درد میگیره میترسم خارج رحمی باشه,False,mid,5.0,,,
413260498,"پول خوشبختت میکنه شاید اخلاق این پسره از اونی که دوسش داری هم بهتر باشه
خودت میگی اون بی عرضه ست که نیومده و به فکر نیست و نمیفهمه
با آدم بی عرضه زندگی کردن پیرت میکنه
منم اشتباه تورو کردم بخاطر کسی که عین خیالش نبود کلی صبر کردم پشیمونم
موقعیت های خوبت و از دست نده",False,mid,4.260000000000001,,,
347876738,شوهر من میگد مردا کوچیکترو دوس دارن,False,low,-0.38,,,
330635209,دقیقا سزارین اولا زایمان کردی دیگه استرس بچه رونداری کنارت بچه ات خوابیده دردها قابل تحمل.سوما بامسکن اروم میشی,False,high,9.5,,,
308392107,نترس اصلا .☺️☺️هیچ دردی نداری مطمئن باش .ایشا...که بخیه نخوره .اما ترس قبلش ار خودش ترسناک‌تر پس فک نکن بهش,False,high,8.76,,,
thread_14666629_starter,"بگید قدش چنده
کوتاه نیس از ی سری مردا بلند تره کلا از اون خیلی بلندام ی تفاوت قد کمی داره",True,low,0.18,,,
405005998,"بنظرم دیگه محل سگ نذار بهش
شاید نگران بشه بلند بشه بیاد از نزدیک حال و روزت رو ببینه
چرا باید پیام بدی
تو انگار حالت خوب نیستا
یکم به خودت بیا
یکم خودت دست بالا بگیر
زن باردار با روحیه حساس و  تو این شرایط سخت
اونوقت میخوای ناز کش اون مردک بی مغز هم باشی
نمی تونم درکتون کنم تعریفتون از زندگی مشترک و همسر چیه
زیادی فاز برداشته انگار
بعدشم
تو چرا خونه باباتی اون خونه باباش؟؟؟؟؟؟؟
هرجا رفته دست تورو هم بگیره با خودش ببره
تو هم باهاش می رفتی خونه باباش
خودش که گویا شعورش به این چیزای ساده هم نمی رسه
بعد ازش بچه دار هم شدی
سختیش مال تو حلال نکردنش مال اون
خدایا بهم صبر بده اینارو که می شنوم جوشی نشم
واقعا کفری شدم...........",False,high,8.819999999999999,,,
thread_6946103__baharx__1400/05/07 19:29,درک کنه احترام بذاره ارزش قائل باشه فقط برا دلخوشیاش نخواد دوست دارماشو عملی نشون بده نه فقط زبانی,False,low,-0.45999999999999996,,,
321311035,"آخه ب راه رفتن نیس ک😐
کلا بعداز عمل بینی کسی رو نیگر نمیدارن ینی؟؟
من کیسه صفرا رو درآوردم از بدنم تا دو روز بعداز عمل بستری بودم روز سومش ترخیص شدم",False,mid,1.52,,,
334446839,"ما۵ماه شد ک قهر بودیم و الانم داره تموم میشه
حالت چه طوره؟
من دو ماه اول با گریه میخوابیدم با کریه بیدار میشدم",False,high,6.34,,,
thread_17527250_starter,"من دیشب کلی هوس پیتزا کردم به شوهرم اصرار کردم اونم گفت برات بده ولی برام گرفت بالاخره
الان از حالت تهوع شدید از خواب پریدم و همه شو بالا اوردم و هنوزم حالم بده
با اینکه از جای معتبری گرفته بودیم
خسته شدم دیگه 😭😭",True,high,5.6,,,
thread_15996496_starter,"بچه‌ها کسی بوده که از اول بارداری سوزش معده داشته باشه؟؟؟ تا کی بوده؟ چجوری خوب شدین؟
من حالم وحشتناکه پونزده هفته هستم دارم از درد و سوزش معده میمیرم دیگه نمیدونم چیکار کنم",True,high,9.54,,,
413738146,نه منظورش نفر قبلی نیست چون فضای مجازی رو همسرش میبینه فامیل دوست همه میبینن نمیشه بعدشم اگه دلش پیش نفر قبلی بود که مجرد میموند مردا اگه کسی به دلشون نشینه باهاش ازدواج نمیکنن فقط وقت میگذرونن منظورش میتونه خیلی چیزا باشه هممون کلی آرزو و هدف داریم که بهشون نرسیدیم میتونه خانوادگی مادی یا هر چیزی باشه,False,high,8.639999999999999,,,
403925758,بنظرم الویتش نیستی ، یجورای مهم نیستی ،و علاقه چندانی بهت نداره,False,low,0.0,,,
392093853,"ازش تعهد نامه کتبی گرفتم که تو بارداری همه جوره بهم برسه 😔
فکرشم نمیکردم به خاطر چند تا دونه میوه کارم به اینجا برسه ...
بعدم گفتم که خودم میوه نخورم مهم نیست بچم نمیخوام ضعیف بشه !!!",False,high,5.78,,,
thread_9824047_nazzzbanooo_1401/09/15 13:43,انشالله به حق قران دامنت به زودی سبز بشه منم سه سال انتظار کشیدم .. انشالله نفر بعدی شمایی 😍😘,False,mid,2.64,,,
316422096,دیگه اگه 15 سال کانادا بودن به تنها چیزی که اهمیت نمیدن وسایل خونه اس!,False,high,6.46,,,
394512536,شبیه سیرابیه چرا؟,False,mid,0.5,,,
386480083,"اخی عزیزدلم🥺خدابزرگه نگران نباش خیلیا اینطوری هستن ولی بچه هاشون سلامت بدنیا میان
اسیدفولیکم نمیتونی بخوری؟
جنسیتش روهم که نمیدونی هنوز درسته؟",False,high,6.88,,,
334658128,"ببین ما یه دستشویی تو حیاط داشتیم.چندتا توله گربه ی نااااز هم میومدن تو حیاط یکیشون رفت افتاد تو سوراخ دستشویی.
مامانم درش اورد با دستکش زنده زنده بیچاره رو کرد تو چندتا پلاستیک و همه رو گره زد برد انداخت تو زمینهای خاکی اطرافمون
بیچاره رو عذاب کش کرد
هنوز هم بعد سی سال عذاب وجدان ولش نمیکنه",False,high,9.799999999999999,,,
402889135,"یا خدا چقدر وحشتناک ،برا سقط هم باید کابوس داشته باشم
خدایا این چه شانسی بود داشتم",False,mid,0.5,,,
369903639,من دکتر برام چهارشنبه سونو واژینال نوشته چیکار کنم الان دیشب تا الان درد شانه دارم برم سونو واژینال امروز یا ن؟,False,high,5.92,,,
411937589,خودش گفت پسر,False,low,0.0,,,
thread_17799182_starter,"سلام، بچه ها هفته ۱۲ هستم و جفتم خیلی پایینه
متاسفانه چندین بار در خواب ارگاسم شدم و بعدش دچار لک شدم.
در حالت طبیعی به سختی به ارگاسم میرسیدم
نمیدونم چرا اینطوری شدم
شبا با ترس میخوابم دیگه",True,high,5.68,,,
286143419,"تتریخ زایمانت کی میشه؟
برا من ۲۲ مهر زدن ولی ناراحتم ک نیمه دومی میشه اون با این فاصله نزدیک با شهریور😑😕",False,high,5.92,,,
363436134,فقط اونی گفت مصرفش چیه,False,low,0.0,,,
thread_12327813_starter,الان میشه دست زد به شکم و...والا آمپول دور ناف نزدم هنوز از ترسم ، همینجور سیخونک نشستم که نکنه دستم جاییم بخوره بچه لک بشه,True,high,5.92,,,
337559158,"زایمان اولین چه علایمی داشتی ؟
بدن هر کسی یجوریه
برو بیمارستان ،فوقش برمیگردی
ببین هیچوقت واسه سلامتیت ، دنبال دلیل نگرد ،اینو همیشه یادت باشه
برو چک کن ،زمانش نبود برمیگردی",False,mid,0.42,,,
413979706,کافه نمیره ببرش رستوران، از این رستورانای داش مشتی که مردا و خانوادهها میرن، اونجا که رفته قطعاً. اگه یه وایبهایی از خساست هم میبینی مجبورش کن برات خرید کنه مثلاً ببر پاساژ یا سر مناسبتا و اینا گیرش بنداز. میتونی دفعه اول به یک بهانهای خودت ببریش کافه.,False,mid,0.28,,,
402712623,عزیزم بچه اسیب دیده ببرش مشاور باهاش صحبت کنه,False,low,-0.16,,,
293689902,همزمان با درخواست طلاق تقاضای مهریه هم میدی؟,False,high,6.0,,,
thread_7659564_amibanooo_1400/08/30 23:13,من روز اول دوسش نداشتم ولی الان یه روز نبینمش عین سگ میشم باهمه دعوا میکنم تا بیاد و آرومم کنه ولی واقعا عذاب آوره,False,mid,4.12,,,
407807642,کاش نی نی یار شما مردارو جمع کنه از سایت حالمونو بهم زدین,False,low,-0.24,,,
413948540,معمولا چند نفر رو بررسی میکنم و در نهایت به یه نفر زنگ میزند اگه همون موقع زنگ نزدم یا استخدامت نکردن دلیلی بر این نیست که ردت کرده باشن,False,high,9.18,,,
413985795,بحث علمی می کردیم,False,low,0.0,,,
350872191,اسم هانا چی؟,False,mid,0.33999999999999997,,,
411858002,"چطور حق نداره ؟!!!!
من و خانوادم ک کاملا بهش حق میدیم!!
چنروز پیش میگفت باید برم دکتر عفونت دارم!!
بعد گفت نمیدونم چرا عفونت گرفتم  من ک 3 ماهه اصلا نذاشتم انگشتش بهم بخوره  و کلی خندید !!!!!!!
واقعا چرا دامادمون حق نداره خیانت کنه ؟؟!!!",False,high,11.68,,,
341974172,"نه بابا اصلا ااااا دوستم تو 6 ماه گرفت والا زونا شد بچه 3کیلو 800 به دنیا اومد الانم 9ماهشه سالم
الکی فاز منفی نده فردا حتما دکتر برات سونو واژینال مینویسه
انجام بده خطر هم نداره من خودمم لک بینی داشتم فک میکردم پریود شدم ولی دیدم باردارم
من آدم وحشتناک استرسی بودم ولی باید رو خودت کار کنی من روز و شبم با توکل به خداست قرآن زیاد بخون سوره یس بخون",False,high,5.82,,,
thread_17885155_starter,من درگیرشم شیاف دکتر بهم داده دارم مصرف میکنم ولی ترشح م تموم نمیشه، خسته شدم،استرس و کم خوابی هم بدترش میکنه که من بخاطر یه مشکلی که برامون پیش اومده خواه ناخواه درگیر اضطرابه هستم،اصلا درمان میشه؟ ترشح ش بیشتر از هر چیزی رو اعصابمه,True,high,5.92,,,
398578828,"خدا کنه
من همراهش افسردگی هم گرفتم با ویارم
بنظرتون اونم تمام میشه ؟
البته افسردگیم از نوع ترس هست ، ترس های عجیب و کاذب و بسیار آزار دهنده",False,high,19.0,,,
thread_12609311_starter,"سلام دوستان
امروز سن بارداری من هشت هفته و سه روزه
رفتم سونو و گفت صدای قلب جنین و نشنیده
و دکتر هم گفت یک هفته دیگه تکرارش کن
و من با گریه برگشتم خونه
امیدی هست یا نه?",True,high,5.96,,,
411085864,خوب بود مشكلى نداشت اصلا,False,low,-0.38,,,
312889436,من نمیدونم عزیزم شماکدوم شهری،ولی برو وشرایطتوتوضیح‌بده,False,low,-0.08,,,
332210256,"تو این ماه مبارک کمی معرفت خرج کنیم خدا شاهده راه دوری نمیره
برمیگرده به خودمون
آخه چه حرفیه چرا باردار شدی🤬؟؟!!! ،،،بیاد از شما اجازه بگیره؟؟!😡😡🤬
عزیزم خوب کردی باردار شدی
ان شاءالله به وقت همین ماه مبارک به برکت همین ماه ، بچه چنان برکتی به زندگیت بده خودت انگشت به دهن بمونی،،،
الان شما بارداری تا میتونی به آرامش درونیت فکر کن بخاطر خدا ببخش بخاطر ماه مهمانی خدا،،تا هم خودت هم بچت به لذت و آرامش برسین",False,high,13.440000000000001,,,
thread_18059722_starter,"پدرمادرخودم اینجان اما کل فامیل و خانواده شوهرم شهرستانن...
عید میخواد بره خانوادش ازمن خوششون نمیاد و تاحالا با اینکه دورم با حرفا و طعنه هاشون خون ب دلم کردن اونجام ک میرم بی حرمتم میکنن
شوهرم میگه تو بمون خودم تنها میرم نمیدونم درسته تنها بره یانه؟ ب نظرتون چیکارکنم از یه ور اگه تنها بره اونا خوشحال میشن ک مثلا شاید مشکل داریم ک منو نبرده از یه ورم اگه برم باز آشوب به پا میشه نمیدونم چیکارکنم",True,high,14.819999999999999,,,
thread_17993525_starter,ما تازه دو ماهه اینجا رو اجازه کردیم یهو تصمیم به فروش گرفته هی مشتری میاره آسایشو ازمون گرفته😭😭😭😭 بابامم روش نمیشه بگه نه میگه خانومش زنگ زده اصرار کرده,True,high,7.76,,,
384935008,یه نفس راحت کشیدم بازی تموم شدد خوشحالم,False,low,-0.38,,,
408437576,بله هفته پیش رفتم خوب بود همه چی,False,low,0.12000000000000001,,,
307054611,خصوصیه هاا واقعا که !!!!!,False,high,7.42,,,
369194898,"چیزی نمیشه بابا
استرس و نگرانی سمه برای بچه💐
خداوکیلی خودت جای دکترت باشی طرف رو نمیفرستی ازمایشات دقیق ک خیالشون راحت باشه؟؟؟
بچه ادم خدایی نکرده چیزیش باشه
باید ده برابر غصه خورد چون داره درد رو تجربه میکنه
و ده برابر هزینه کرد
عقلانیه واقعا ک اکثریت چکاب بشن دقیققق",False,high,11.02,,,
374235721,شومیز ۲۸۰؟شیراز از این شومیز نصفه ها زیر ۶۵۰نیست,False,mid,0.42,,,
thread_16475732_starter,خانوما من ۲ تیر کورتاژ کردم به خاطر جنین سقط شده بقایا بعد از اون روز همش دل در های وحشتناک و سردرد دارم دکتر هم رفتم گفته مشکلی نداره الان نمی‌دونم چیکار کنم مسکن هم خوردم 😣😣😣😣😣😣😣,True,high,14.26,,,
thread_7836564_zrooo_1400/10/02 20:21,"من سیزده هفته ام
خیلی بی خوصله ام . شبا هم لگن درد میشم . اذیتم",False,high,5.5,,,
thread_12388708_starter,"وقتی شبا حالش بد میشه  عرق سرد میکنه
کاش میشد پیشش باشم تنها نباشه
وقتی از خواب پرید ببینه من کنارشم
دلم گرفت یهو
خدا لعنت کنه باعث با.نی این شرایط سختو
ک ادما سخت میتونن ازدواج کنن",True,high,9.26,,,
thread_18005578_starter,"من خیلی بی حوصله شدم
واقعا سرد شدم بهش
نمی دونم چرا
بدم میاد از رابطه باهاش
با اینکه ممنوعیت و درد ندارم ولی همش میگم بست کن
و غر  می زنم
شما هم همینید",True,mid,4.68,,,
403142296,نه حدودا 32 هفته دکتر بهم گفت فرستاد منو پریناتولوژیست گفت اون ببینه اگر ختم بارداری داد برو بیمارستان زنگ بزن من بیام ولی رفتم پریناتولوژیست چک کرد گفت با سونو میشه فعلا نگهش داشت و اینا دیگه من هفته ای دو بار سونو میرفتم و پیش دکتر تغذیه دکترم با نامه فرستاد و اینا دیگه 36 هفته و 6 روز دکترم گفت دیگه کامله تو دستگاهم نمیره اگر میخوای زود تر به دنیاش بیاریم ریسکه بمونه و اینا منم گفتم باشه,False,mid,3.34,,,
341829170,منم هماتوم داشتم بچم پسر بود,False,low,0.0,,,
thread_17881755_starter,"خانوما من قاطی کردم لطفا کمک کنید
آخرین بار ۱ دی پریود شدم
بعد ۲۲ و ۲۳ دی هم ی خونریزی دیدم با درد لگن و کمر درحد ۲۰ قطره (این پریود بوده یا لکه بینی هورمونی)
چون امروز یعنی ۱۵ بهمن رفتم بتا دادم بتام ۱۳ بود الان باردار هستم یانه؟
این بتا ازمایشگاه زده مثبت ولی خب اگر پریود من ۱ دی باشه خیلی کمه که، امکان داره آخرین پریودیم همون دو روز ۲۲.۲۳ دی بوده باشه بخاطر همین هم بتام کم هست؟",True,high,6.52,,,
thread_18144032_starter,"@niniyar
لطفاً تاپیکو ثبت کن
انشالله هرکسی شرکت کرد حاجت روا بشه
هرکسی خوند لایک کنه که براش بخونم
مطمئنم خدا هیشکدومنو دست خالی پس نمیفرسته
خوندن سه توحید معادل ختم قرانه
انشاالله همتون حاجت روا بشید",True,low,-0.18000000000000005,,,
412805832,این شهرای کوچیک و پرت چه خوبن.. خونه های بزرگ خیابونا خلوت.. دلم میخواد برم یه همچین جایی زندگی کنم,False,mid,0.42,,,
412095176,غذام خوبه اما استرس و عصبانیت و خستگی نمیذازع وزن بگیرم,False,mid,4.76,,,
