thread_id,thread_title,post_id,author,posted_at,content,likes,reply_to,is_starter,user_post_count,gender,gender_code,join_date,user_age,education,status,children_count,signature,category,sub_category,age,education_clean,age_num,category_source,gender_source,unique_post_id,sig_char_count,sig_punct_count,sig_question_count,sig_excl_count,sig_emoji_count,sig_word_count,sig_neg_count,sig_pos_count,sig_pos_emoji,sig_neg_emoji,post_char_count,post_punct_count,post_question_count,post_excl_count,post_emoji_count,post_pos_emoji,post_neg_emoji,post_word_count,post_neg_count_temp,post_pos_count_temp,stress_proxy_initial,post_neg_count,post_pos_count,stress_proxy,sampling_band
11597631,بعد سزارین شکم آویزون میشه؟؟؟ 🥺🥺,301631525.0,گلپونه94,1402/04/29 11:10,"مآل من داغونه دوتا سز داشتم
قبلش تخت تخت بودم میشه گفت س یکس پک",1,301631367.0,False,2224.0,زن,1,1397/04/09,,,,0,,دوران-بارداری,سلامت-عمومی-ورزش-تغذیه-تناسب-اندام-زیبایی-و-آراستگی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,301631525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,0,0,0,0,0,0,15,0,0,0.0,0,1,-0.08,low
18089824,فلاسک یک و شیش لیتری بنظرتون کمه,,tehran_male_mane,1405/01/25 11:18,"واسه یک نفر میخوام کادو بگیرم فلاسک یونیک
که آب سرد نگهداری بشه توش
۱/۶ لیتره بنظرتون کمه؟؟ از صبح تا شب
حدودا ۶/۷ لیوانه",0,,True,3777.0,زن,1,1403/06/10,,درج نشده است,,0,mn be har chi ke mikham miresm✌🏻🌃🤍,ازدواج-و-شروع-زندگی,عروسی-و-زندگی-مشترک,,نامشخص,-1,cached_historical_source_file_repair,original_female,thread_18089824_starter,34,0,0,0,1,7,0,0,1,0,121,2,2,0,0,0,0,30,1,0,5.2,3,3,6.26,high
17154152,تو رو خدا واسه مامانای باردار دایه مهربونتر از مادر نشین,,reihanebanoo,1404/07/19 10:54,"روی صحبتم با همه است حتی خودم که حواسم ببشتر باشه. من دو تا بارداری ناموفق داشتم و الان بارداری سوممه و تو ماه چهارم هستم. همه چپ و راست نصیحتم میکنن بشین تو خونه چرا فلان جا راه رفتی چرا فلان کارو کردی از خونه بیرون نرو تو دو بار سقط کردی. به خدا انقدر خودم حواسم هست ولی همش با این حرفا عذاب و استرس میگیرم.
یا اینکه تو فامیل جدیدا متاسفانه یه بچه به دنیا اومد مشکل ژنتیکی داره دائم بهم میگن غربالگری فلان جا برو جایی که فلانی رفته نری ها. نمیگن با این حرفا هم تو دل منو خالی میکنن هم اون مادر اگه به گوشش برسه دلش میشکنه و بیشتر غصه میخوره فکر میکنه کم گذاشته.  به قران خودمون عقل داریم حواسمون هست.  اینا دلسوزی نیست اسمش😩",0,,True,2568.0,زن,1,1398/05/07,,,,0,,دوران-بارداری,سلامت-روانی-خواب-روابط-عاطفی-و-جنسی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,thread_17154152_starter,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,626,7,0,0,1,0,1,139,2,0,10.0,8,9,13.28,high
11587853,خانوما مادرشوهرم...,,dolfin555,1402/04/28 01:11,هردز جاریم اینا اونجان هروز من ماهی ۱بار به دعوت خودش میرم بعد دخترم گیر داد مامان بمونم گفتم بیا نمون گفت دوست دارم بمونم بعد موند بعد خونه برادرم نزدیکه خوته نادرشوهرمه برده گذاشته اونجا بدون غذا شما باشین چه رفتاری میکنین خیلی عصبیم بچه من دست اون امانت بود,1,,True,9852.0,زن,1,invalid,,,,0,,بارداری-و-زایمان,روابط-عاطفی-و-جنسی-در-بارداری,,نامشخص,-1,original_combined_all,remaining_unresolved_assumed_female_after_historical_recovery,thread_11587853_starter,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,0,0,0,0,0,0,52,1,1,3.8,2,3,4.46,mid
11457979,شما کارای خونه رو چطوری انجام میدید؟,,حنا_دختری_در_رختخواب,1402/04/11 10:50,"روم نمیشه اولا میترسم دست ب کارایی ک نباید انجام بدن بزنن دوما میترسم سرم غر بزنن ک تو چقد کثیفی
دلم میخواد فقط یکی غذا بپزه واسم همین غذای بیرون تهوع میگیرم غذای خودم هم چون تو موقعیت پختش حضور داشتم حالمو ب هم میزنه اصلا نمیخورم",0,298739799.0,False,678.0,زن,1,1402/04/07,,درج نشده است,,0,میشه برا ظهور یه صلوات بفرستی؟🌱,دوران-بارداری,سلامت-روانی-خواب-روابط-عاطفی-و-جنسی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,thread_11457979_حنا_دختری_در_رختخواب_1402/04/11 10:50,31,1,1,0,1,8,0,0,1,0,230,0,0,0,0,0,0,48,0,0,0.0,1,8,-0.14,low
10887773,واقعا هیچ راه دائمی برا منافذ کوفتی نیس,286465042.0,malakehhhhhhhhh,1402/01/30 14:14,از چندسالگی منفذ اوردی,0,286464624.0,False,19439.0,زن,1,1401/07/08,,,,0,,دوران-بارداری,سلامت-عمومی-ورزش-تغذیه-تناسب-اندام-زیبایی-و-آراستگی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,286465042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,0,0,0,0,0,0,4,0,0,0.0,0,0,0.0,low
17592144,هزینه سونوگرافی برای بچه سوم آیا تخفیف داره,404896094.0,آفتابگردوننننن,1404/10/04 08:28,"خدا شاهده با این حجم از دل سنگی بودن موندم من
بابا حالا که حامله شده اینا حرفه آخه.یه درصد فکر کنین ناخواسته بوده و شده حالا
خدا هدایتتون کنه فقط....",2,,False,11506.0,زن,1,1397/05/31,,,,0,,دوران-بارداری,سایر-موضوعات-در-بارداری,,نامشخص,-1,cached_historical_source_file_repair,original_female,404896094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,5,0,0,0,0,0,35,0,0,0.0,1,2,0.33999999999999997,mid
18141579,خاستگار بی ادب😏😏😏,413962770.0,نوجوون_بدبخت,1405/02/21 09:59,اینا از اونایی هستن که سر همه چیزو مث چسب خیلی راحت باز میکنن,0,,False,51.0,مرد,0,1 ماه پیش,,,,0,,متفرقه,عمومی,,نامشخص,-1,cached_historical_source_file_repair,historical_scraped_male_profile_replay,413962770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,0,0,0,0,0,0,14,0,0,0.0,0,0,0.0,low
13828716,بیماری صعب العلاج دارم چرا خوب نمیشم شوهرم خسته شده از مریضیم,342324013.0,هلن۱۹۷۷,1403/03/21 18:33,"تو خانواده مشکل اعصاب و. روان یا افسردگی نداشتین؟
حتی فامیلای دور؟؟؟
تیروییدتو چک کردی؟",0,,False,7113.0,زن,1,1402/03/14,48 سال,درج نشده است,,0,وقتی خداوند شبان من است از که بترسم🕊🎚⛪ای پدر ما که در آسمانی......نام تو مقدس باد.پادشاهی  تو بیاید،اراده ی تو آنچنان که در آسمان است در زمین نیز جاری شود.نان کفافه ی مارا امروز بده،قرض های ما را برما ببخش.....چنان که ما نیز قرض داران خود را میبخشیم.مارا در آزمایش نیاور،بلکه از شریر رهایی ده.زیرا پادشاهی و قوت جلال تا ابد از آن توست.آمین✝️📿 برای آنها که شما را آزار میدهند،دعای خیر نمایید متی۴۵:۵ (اولین کاربری ۱۳۹۶)مسیحی آریایی هستم، مستدام باد ایران کوروش.,دوران-بارداری,مشکلات-و-بیماریهای-جنین,48 سال,نامشخص,48,original_combined_all,original_female,342324013,460,24,0,0,2,108,0,0,1,0,87,6,5,0,0,0,0,19,1,0,5.2,2,2,7.34,high
10184800,بارداری ۸ ماهگی😖,270682375.0,راحیلمامان,1401/11/02 20:57,"اگه وسواس فکری داری به فکر درمان باش
خیلی اذیت کنندس فک نکنم ربطی به بارداری داشته باشه وسواس اگه از قبل داشته باشی
آدم بیشتر تو بارداری عصبی میشه زود رنج میشه بهونه گیر و غرغرو میشه گریه میکنه",0,270681935.0,False,7220.0,زن,1,1396/10/18,29 سال,فوق دیپلم,من و فرزندانم,2,,بارداری-و-زایمان,روابط-عاطفی-و-جنسی-در-بارداری,29 سال,دیپلم,29,original_combined_all,original_female,270682375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,0,0,0,0,0,0,39,2,0,8.0,3,5,9.1,high
13515847,کسی بوده از قلاش یکی دو تا رشد نکنن فقط یکی بمونه؟😫😅,336848801.0,eshveh_,1403/02/07 20:48,قلام چیه دو قلو ینی ؟,0,,False,629.0,زن,1,1402/12/28,,,,0,,دوران-بارداری,مشکلات-بیماریها-و-عوارض-بارداری-و-تجربیات-مقابله-یا-تسکین-آنها,,نامشخص,-1,original_combined_all,original_female,336848801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,1,1,0,0,0,0,6,0,0,1.2,1,1,0.92,mid
18139493,اولین اقدام به بارداری کمککک,,خانوم_میم_نون,1405/02/19 16:51,"وای خانوما باید قبلش میرفتم دکتر؟
ما هیچ کاری نکردیم یهویی تصمیم گرفتیم و دیشب انجامش دادیم
حالا من یکم کمر درد دارم توهم زدم نه؟
زودترین حالتی که علائم بروز میده از چند روز دیگه هست؟
بعد من بلد نیستممم باید بیبی چک بزنم یا مستقیم برم آزمایش بدم؟",1,,True,2206.0,زن,1,1402/08/02,,,,0,,متفرقه,عمومی,,نامشخص,-1,cached_historical_source_file_repair,original_female,thread_18139493_starter,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,4,4,0,0,0,0,54,1,0,5.2,4,2,7.84,high
11324991,از غصه زایمان طبیعی 1ماهه هیچ جا نرفتم,295932042.0,nnyn63,1402/03/24 15:31,"چرا عزیزم
زایمان نهایت چند ساعته درد اصلی هم بگو ۱۰ دقیقه تا نی نی بیاد
تو الان ناراحتی .
بعدم به درد فکر نکن به اینکه بالاخره داره میاد و میبینیش خدا هم کمک می‌کنه .
ان شاءالله سر دست خیر بلند بشی",1,,False,3053.0,زن,1,1398/03/18,,درج نشده است,,0,غفلت از یار گرفتار شدن هم دارد ...‌‌...,بارداری-و-زایمان,روابط-عاطفی-و-جنسی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,295932042,39,6,0,0,0,9,0,0,0,0,197,2,0,0,0,0,0,42,2,0,8.0,3,6,9.02,high
17991409,پاره شدن کیسه آب,411926837.0,horibehesht,1404/11/29 15:38,البته دست خداست قسمتت باشه میمونه,0,,False,4251.0,زن,1,1402/07/12,,,,0,,دوران-بارداری,سایر-موضوعات-در-بارداری,,نامشخص,-1,cached_historical_source_file_repair,original_female,411926837,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,0,0,0,0,0,6,0,0,0.0,1,0,0.5,mid
13021332,چه کارهایی در بارداری مطلقا ممنوعه؟,328059881.0,گلگلی۶۳,1402/11/23 04:33,برای خودم بمیرم از استرس داشت قلبم وایمیستاد،تازه نذر کردم یه هفته هم روضه گرفتم نگو یه ماهه باردارم پسرم سه سالشه گاهی یادم میفته گریه ام میگیره دوباره دو ماه به تولدش هم در حد مرگ استرس داشتم و دردمو هم نمیتونستم به گسی بگم خدا نجاتم داد,1,,False,902.0,زن,1,1398/05/27,,,,0,,دوران-بارداری,سلامت-عمومی-ورزش-تغذیه-تناسب-اندام-زیبایی-و-آراستگی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,328059881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,239,1,0,0,0,0,0,50,4,0,16.0,6,4,18.68,high
7599424,بارداری و درد های عجیب,,ژن_مانای_ژیان,1400/08/20 02:17,"نه ندارم
فقطط میترسم بچه م زود به دنیا بیاد",0,214981507.0,False,578.0,زن,1,1400/03/10,,لیسانس,من و فرزندانم,2,,دوران-بارداری,سلامت-روانی-خواب-روابط-عاطفی-و-جنسی-در-بارداری,,کارشناسی,-1,original_combined_all,original_female,thread_7599424_ژن_مانای_ژیان_1400/08/20 02:17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,0,0,0,0,0,0,9,0,0,0.0,0,1,-0.08,low
13220754,جواب سلفریم هفته دیگه میاد روزه دارا عزیزای دل هرکی میتونه بیاد,,rasta10,1402/12/22 15:37,"نگران نباش عزیزم
استرس دادن به مادرای باردار تبدیل به یه تجارت شده واسه کاسبی کردن از تست سلفری و سونوهای متعدد و آزمایش و...
دلبندت رو به خدا بسپر♥
سعی کن روزه بگیری و از دعاهای وقت افطار خودت و فرزندت رو محروم نکنی
دعای وقت افطار اونم از مادر باردار حتما مستجابه🥰",1,,False,10500.0,زن,1,1392/09/29,40 سال,,,0,,دوران-بارداری,سلامت-روانی-خواب-روابط-عاطفی-و-جنسی-در-بارداری,40 سال,نامشخص,40,original_combined_all,original_female,thread_13220754_rasta10_1402/12/22 15:37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,265,3,0,0,1,2,0,55,2,0,7.0,2,10,7.199999999999999,high
9655804,گوشی و اینترنت در بارداری!!!,259114536.0,ghasedak1366,1401/08/23 16:42,شبا بزار رو هواپیما روزا هم بالش بزار با فاصله باشه,1,,False,100.0,زن,1,1400/12/19,,,,0,,دوران-بارداری,سلامت-عمومی-ورزش-تغذیه-تناسب-اندام-زیبایی-و-آراستگی-در-بارداری,,نامشخص,-1,original_combined_all,original_female,259114536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,0,0,0,0,0,0,11,0,0,0.0,1,1,0.42,mid
18112002,کفش تنگ,413693693.0,لیلی_آگان,1405/02/06 12:12,الان چ کمکی از ما ساختس؟,0,,False,108762.0,زن,1,1400/01/22,60 سال,درج نشده است,,0,قلم بنویس هجران را،غم دوری زیاران را.....ز شرح آن جفاکاری،ک زخمی کرده پیمان را🪽,ازدواج-و-شروع-زندگی,عروسی-و-زندگی-مشترک,60 سال,نامشخص,60,cached_historical_source_file_repair,original_female,413693693,79,7,0,0,0,21,1,0,0,0,24,1,1,0,0,0,0,7,0,0,1.2,0,1,0.42,mid
18055820,ژامبون مرغو باچی میخورید,413053695.0,ماهررخ,1404/12/07 21:46,داخل خمیر بذاریش یا سرخ یا فر,1,413053551.0,False,2834.0,زن,1,1398/10/08,,درج نشده است,,0,,ازدواج-و-شروع-زندگی,عروسی-و-زندگی-مشترک,,نامشخص,-1,cached_historical_source_file_repair,original_female,413053695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,0,0,0,0,0,0,7,0,0,0.0,0,1,-0.08,low
17649039,سرکلاژ,405802639.0,zoleykhabano,1404/10/14 02:53,در آخر استرس نداشته باش استراحت و دسشویی فرنگی و حموم هفته ای یه بار رو صندلی,0,,False,5798.0,زن,1,1401/07/27,30 سال,درج نشده است,,0,برا مادر شدنم دعا کنین🙏,بارداری-و-زایمان,رشد-و-تکامل-جنین-و-سیر-بارداری,30 سال,نامشخص,30,original_combined_all,original_female,405802639,23,0,0,0,1,5,0,0,1,0,77,0,0,0,0,0,0,16,1,0,4.0,2,3,4.76,mid
16866207,سوراخ قلب جنین کسی در موردش میدونه,393322647.0,سبزیی,1404/06/06 14:02,"یه جا سونو رفته ؟
امکان اشتباه تو سونو هم هستا من خواهرم اینجوری بهش گفتن ولی بعدش اکو قلب جنین داد و سونو دیگ فهمید اشتباه دیدن اولش",0,,False,8410.0,زن,1,invalid,,,,0,,دوران-بارداری,مشکلات-و-بیماریهای-جنین,,نامشخص,-1,original_combined_all,remaining_unresolved_assumed_female_after_historical_recovery,393322647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,1,1,0,0,0,0,29,0,0,1.2,0,2,0.33999999999999997,mid
16273604,کاشت مژه تو شهر شما چنده  یک تومن گفت ب من😱🫣😳😳😳,383386312.0,خوشگل_خوش_شانس,1404/03/05 14:46,دو هفته یبار باید بدی این پول رپ,0,383386235.0,False,7017.0,زن,1,1401/05/04,1 سال,درج نشده است,,0,یا الله,دوران-بارداری,بارداری-ناخواسته-سقط-و-واکنشهای-روحی-و-روانی-از-دست-دادن-جنین,1 سال,نامشخص,-1,original_combined_all,original_female,383386312,7,0,0,0,0,2,0,0,0,0,32,0,0,0,0,0,0,8,0,0,0.0,2,0,1.0,mid
17314642,تیرکشیدن از ناف تا مجرای ادرار,400518839.0,فرفرررری_جون,1404/08/15 08:39,تجربه نداشتم ولی یکم با حوله یا کیسه اب گرم گرمش کن .ملایم  تاثیر داره,1,,False,5821.0,زن,1,1404/05/12,30 سال,لیسانس,من و فرزندانم,0,کدخدایی که گمان کرده خدای ده ماست🕳کدخدا نیست ،خدا نیست ، بلای ده ماست 🎃اگه تو یه تاپیک باهات بحث کردم ،تو تاپیک دیگه باهات خوب بودم ،عاشقت نیستم،آیدیتو یادم رفته ⚒️.,دوران-بارداری,مشکلات-بیماریها-و-عوارض-بارداری-و-تجربیات-مقابله-یا-تسکین-آنها,30 سال,کارشناسی,30,original_combined_all,original_female,400518839,165,6,0,0,3,38,0,1,0,0,70,1,0,0,0,0,0,16,0,0,0.0,1,1,0.42,mid
17286275,مادرم زیاد خواهه یا من تنبلم,400069313.0,lawyet,1404/08/10 14:12,الکی بگو میکنم  حرص نخور کلا بزرگترا قدرت تز دادنشون زیاده,2,,False,7197.0,زن,1,1403/05/27,28 سال,درج نشده است,,0,یه صلوات میفرستی برام لطفا,بارداری-و-زایمان,روابط-عاطفی-و-جنسی-در-بارداری,28 سال,نامشخص,28,original_combined_all,original_female,400069313,26,0,0,0,0,5,0,0,0,0,58,0,0,0,0,0,0,11,0,0,0.0,1,1,0.42,mid
